,company_id,company_name,last_year_of_employment,location,job_type,job_level,department,job_title,equal_opportunity,leadership_female_representation,women_management_opportunities,maternity_adoptive_leave,family_growth_support,paid_time_off,flexible_work_hours,ability_to_telecommute,salary_satisfaction,sponsorship_or_mentorship_program,learning_opportunities,wellness_initiatives,employer_responsiveness,people_you_work_with,social_activities_environment,overall_satisfaction,asked_pay_raise_last_12_months,think_pt_buiz_doing_enough_to_address_gender_pay_gap,think_gov_doing_enough_to_address_gender_pay_gap,confidence_in_ability_to_negotiate_salary,sex_orientation,gender,marital_status,children,education,salary,opportunity,family,schedule_flex,enrichment,culture
1181,1181,Simoldes,2020,Açores,Internship,Senior-Level,Marketing,Commercial Manager,3.2192327203687725,7,7,3.0,5,4.0,4.0,6,3.0,6,3.0,3.0,7,1.0,7,4.63,0,0,0,3.0,Other,Female,1,0,1,17498.2,5.74,4.0,4.67,3.75,5.0
1182,1182,Portugal Telecom,2020,Viana do Castelo,Part-time,Executive,Management,Store Manager,2.795817662003759,7,7,3.0,3,4.0,3.0,6,3.0,7,3.0,4.0,7,3.0,7,4.57,2,1,1,2.0,Heterosexual,Male,1,0,0,25197.61,5.6,3.0,4.33,4.25,5.67
1183,1183,CMS-Helmets,2000,Vila Real,Other,Early Career,Engineering,Hair Stylist,2.261736594254799,5,7,2.0,7,4.0,4.0,5,2.0,6,3.0,3.0,7,2.0,7,4.48,0,0,1,3.0,Gay/Lesbian,Female,0,1,1,27799.18,4.75,4.5,4.33,3.5,5.33
1184,1184,Uniplaces,2000,Madeira,Temporary,Early Career,Customer Service,Guidance Counselor,1.7249056741185644,6,7,3.0,4,4.0,3.0,7,3.0,5,4.0,4.0,6,4.0,5,4.42,1,0,1,3.0,Gay/Lesbian,Female,1,1,1,15994.94,4.91,3.5,4.67,4.0,5.0
1185,1185,Ironhack,2020,Faro,Full-time,Mid-Level,Sales,Hospitalist,4.495732827271802,6,5,2.0,7,5.0,2.0,7,3.0,4,3.0,3.0,6,5.0,5,4.58,2,0,0,4.0,Heterosexual,Male,1,1,2,26414.96,5.17,4.5,4.67,3.25,5.33
1186,1186,Novabase,2020,Faro,Full-time,Executive,Operations,Caterer,3.0402733365922177,6,12,4.0,9,3.0,2.0,9,3.0,5,2.0,2.0,5,3.0,6,5.17,1,0,0,3.0,Heterosexual,Female,1,0,1,18349.81,7.01,6.5,4.67,3.0,4.67
1187,1187,CMS-Helmets,2020,Viseu,Other,Executive,Communications,Food Service Worker,1.76945265125745,5,5,2.0,7,3.0,3.0,5,3.0,9,5.0,4.0,5,2.0,4,4.2,2,0,1,3.0,Gay/Lesbian,Female,0,0,0,14390.73,3.92,4.5,3.67,5.25,3.67
1188,1188,Sonae,2001,Faro,Temporary,Mid-Level,Business Intelligence,Medical Director,4.8748305738426145,6,8,3.0,6,4.0,3.0,7,3.0,6,2.0,5.0,7,3.0,8,5.09,1,1,0,2.0,Heterosexual,Non-Binary,0,1,0,14583.48,6.29,4.5,4.67,4.0,6.0
1189,1189,Mota-Engil,2020,Portalegre,Part-time,Senior-Level,Communications,Barista,3.512198901584096,6,4,4.0,4,3.0,4.0,5,3.0,6,3.0,3.0,7,3.0,7,4.38,0,0,1,3.0,Other,Female,1,0,0,0.0,4.5,4.0,4.0,3.75,5.67
1190,1190,Impresa,2003,Évora,Other,Early Career,IT,Heavy Equipment Operator,1.8250864612157995,5,6,4.0,3,4.0,3.0,9,5.0,6,2.0,3.0,5,3.0,8,4.49,1,0,0,2.0,Heterosexual,Male,1,1,0,13408.94,4.28,3.5,5.33,4.0,5.33
1191,1191,Delta Cafés,2020,Açores,Other,Early Career,Human Resources,Automotive Technician,4.085665038364333,6,8,4.0,7,3.0,4.0,6,1.0,4,1.0,3.0,5,2.0,9,4.69,2,0,1,2.0,Bisexual,Non-Binary,0,1,1,19958.93,6.03,5.5,4.33,2.25,5.33
1192,1192,SAPO,2013,Madeira,Full-time,Mid-Level,IT,Property Manager,3.039454957843447,6,9,3.0,5,2.0,4.0,3,3.0,7,3.0,3.0,4,4.0,11,4.67,2,1,1,5.0,Heterosexual,Male,0,1,1,16826.22,6.01,4.0,3.0,4.0,6.33
1193,1193,TAP Air Portugal,2020,Setúbal,Part-time,Executive,Tech,Operations Specialist,3.593363339746211,5,5,3.0,6,3.0,4.0,6,5.0,7,1.0,4.0,5,4.0,7,4.59,2,0,0,2.0,Heterosexual,Male,0,1,0,9361.49,4.53,4.5,4.33,4.25,5.33
1194,1194,Cimpor,2016,Leiria,Full-time,Early Career,Business Intelligence,Front End Developer,2.6258527231555613,9,4,2.0,7,2.0,4.0,8,4.0,5,4.0,3.0,8,2.0,4,4.61,2,1,0,4.0,Heterosexual,Male,1,0,0,21413.12,5.21,4.5,4.67,4.0,4.67
1195,1195,Move Interactive,2004,Guarda,Part-time,Mid-Level,Business Intelligence,Home Health Aide,3.4292917857769565,4,4,1.0,6,3.0,4.0,5,4.0,5,2.0,4.0,6,4.0,6,4.08,1,1,1,4.0,Heterosexual,Female,0,0,1,27535.75,3.81,3.5,4.0,3.75,5.33
1196,1196,Impresa,2014,Viseu,Temporary,Executive,Management,Kindergarten Teacher,4.824364369784773,5,8,2.0,4,3.0,4.0,6,3.0,9,4.0,5.0,8,4.0,4,4.77,0,1,1,1.0,Heterosexual,Female,0,1,0,6761.67,5.94,3.0,4.33,5.25,5.33
1197,1197,Bial,2020,Porto,Part-time,Mid-Level,Admin,Creative Director,3.9936721298855025,7,6,3.0,6,3.0,3.0,5,4.0,7,4.0,2.0,6,2.0,4,4.42,0,1,1,2.0,Heterosexual,Other,1,1,1,13648.36,5.66,4.5,3.67,4.25,4.0
1198,1198,Media Capital,2001,Castelo Branco,Temporary,Senior-Level,Other,Recruitment Consultant,3.0611121684546903,7,5,4.0,6,2.0,3.0,6,4.0,5,4.0,2.0,4,5.0,4,4.35,2,0,0,4.0,Heterosexual,Female,1,0,1,24330.76,5.02,5.0,3.67,3.75,4.33
1199,1199,Banco Comercial Português,2020,Braga,Full-time,Executive,Management,Back End Engineer,2.4274773033753245,4,5,4.0,8,3.0,4.0,6,3.0,5,4.0,2.0,6,3.0,7,4.59,2,0,0,4.0,Heterosexual,Male,1,0,0,22990.09,3.81,6.0,4.33,3.5,5.33
1200,1200,Glintt,2020,Madeira,Temporary,Early Career,Operations,Intelligence Analyst,2.8938245826340068,5,8,1.0,8,3.0,3.0,6,2.0,4,4.0,4.0,5,4.0,7,4.53,2,0,1,2.0,Gay/Lesbian,Female,1,1,0,19930.51,5.3,4.5,4.0,3.5,5.33
1201,1201,Soares da Costa,2020,Açores,Full-time,Early Career,Sales,Data Entry Clerk,1.7166233188572428,4,4,3.0,10,4.0,3.0,6,2.0,6,4.0,2.0,5,4.0,4,4.38,0,1,0,2.0,Heterosexual,Female,1,0,0,19502.21,3.24,6.5,4.33,3.5,4.33
1202,1202,Medinfar,2020,Madeira,Other,Executive,Research & Development,Budget Analyst,3.925483482519309,4,6,2.0,6,3.0,3.0,4,2.0,6,3.0,3.0,6,5.0,4,4.09,1,1,0,4.0,Heterosexual,Female,1,1,1,23212.96,4.64,4.0,3.33,3.5,5.0
1203,1203,Semapa,2005,Leiria,Temporary,Executive,Customer Service,Engineering Manager,1.109742372288903,5,5,3.0,6,2.0,3.0,4,5.0,9,0.0,5.0,6,3.0,5,4.12,0,0,0,2.0,Gay/Lesbian,Female,0,1,0,18220.19,3.7,4.5,3.0,4.75,4.67
1204,1204,Central de Cervejas,2006,Coimbra,Full-time,Senior-Level,Operations,Product Engineer,2.4205314817809027,6,6,4.0,5,2.0,3.0,5,4.0,9,4.0,4.0,8,4.0,7,4.84,2,0,1,3.0,Other,Female,1,0,1,18214.88,4.81,4.5,3.33,5.25,6.33
1205,1205,Jerónimo Martins,2020,Évora,Temporary,Executive,Management,Insurance Producer,3.1893578157227984,4,5,5.0,5,5.0,3.0,4,3.0,6,2.0,3.0,5,2.0,5,4.11,1,1,1,5.0,Heterosexual,Other,0,1,1,19163.22,4.06,5.0,4.0,3.5,4.0
1206,1206,Vista Alegre,2020,Leiria,Contract,Early Career,Operations,Marketing Specialist,3.257620339548976,4,6,1.0,6,3.0,3.0,7,2.0,10,1.0,4.0,6,4.0,3,4.17,2,0,0,3.0,Gay/Lesbian,Other,0,0,1,29172.82,4.42,3.5,4.33,4.25,4.33
1207,1207,The Navigator Company,2001,Açores,Internship,Executive,Other,Cable Technician,0.9049042065800315,6,7,4.0,6,2.0,2.0,9,4.0,7,3.0,5.0,10,0.0,5,4.74,1,0,0,2.0,Gay/Lesbian,Male,0,1,2,16137.87,4.63,5.0,4.33,4.75,5.0
1208,1208,Churchill's Port,2020,Beja,Part-time,Early Career,Management,Tax Accountant,1.701021348406885,5,8,4.0,7,4.0,2.0,5,5.0,6,2.0,5.0,8,4.0,5,4.85,1,0,0,2.0,Gay/Lesbian,Female,0,1,2,28287.49,4.9,5.5,3.67,4.5,5.67
1209,1209,"CTT Correios de Portugal, S.A. (CTT)",2016,Beja,Other,Early Career,Other,Benefits Coordinator,3.7779079377432447,6,6,2.0,5,4.0,3.0,6,2.0,5,1.0,3.0,7,3.0,6,4.23,0,1,1,2.0,Heterosexual,Male,1,0,2,11367.67,5.26,3.5,4.33,2.75,5.33
1210,1210,Central de Cervejas,2018,Açores,Part-time,Senior-Level,IT,Executive Manager,2.854795793126179,8,6,4.0,6,3.0,5.0,6,4.0,6,3.0,2.0,8,4.0,7,5.07,1,1,0,5.0,Heterosexual,Female,1,1,0,19208.81,5.62,5.0,4.67,3.75,6.33
1211,1211,Uniplaces,2020,Vila Real,Temporary,Mid-Level,Communications,Service Manager,2.0045001257068753,5,4,3.0,6,3.0,4.0,5,2.0,7,3.0,3.0,5,4.0,5,4.12,2,1,1,4.0,Heterosexual,Male,0,0,1,14725.01,3.67,4.5,4.0,3.75,4.67
1212,1212,Novo Banco,2020,Bragança,Other,Senior-Level,Operations,Valet,4.930433543974788,8,3,3.0,5,4.0,3.0,3,3.0,5,5.0,4.0,7,3.0,8,4.58,0,1,1,2.0,Heterosexual,Female,0,0,0,33238.65,5.31,4.0,3.33,4.25,6.0
1213,1213,Energias de Portugal (EDP),2020,Viana do Castelo,Temporary,Senior-Level,Communications,Communications Coordinator,2.9938088309364708,7,5,1.0,5,3.0,4.0,8,4.0,6,3.0,3.0,6,3.0,13,4.87,0,0,0,4.0,Bisexual,Female,0,0,2,21941.44,5.0,3.0,5.0,4.0,7.33
1214,1214,Conservas Ramirez,2018,Guarda,Full-time,Mid-Level,Management,MDS Coordinator,2.613938289010628,7,7,2.0,4,3.0,4.0,5,4.0,6,2.0,2.0,3,1.0,6,3.87,1,0,1,5.0,Heterosexual,Male,0,0,0,23562.22,5.54,3.0,4.0,3.5,3.33
1215,1215,Ambar – Ideas on Paper S.A.,2020,Braga,Internship,Executive,Admin,Epidemiologist,4.493666447042263,4,7,4.0,4,4.0,2.0,4,1.0,9,2.0,3.0,4,5.0,4,4.11,1,0,1,4.0,Other,Male,1,0,1,24768.33,5.16,4.0,3.33,3.75,4.33
1216,1216,Novabase,2003,Madeira,Full-time,Mid-Level,Legal,Development Manager,2.2354708043079614,6,4,2.0,6,4.0,4.0,7,5.0,6,3.0,2.0,6,2.0,6,4.35,0,0,1,3.0,Heterosexual,Male,1,1,2,2378.97,4.08,4.0,5.0,4.0,4.67
1217,1217,Media Capital,2020,Madeira,Temporary,Mid-Level,IT,Materials Manager,1.5249945467474735,7,9,3.0,6,4.0,2.0,4,3.0,3,3.0,4.0,4,3.0,8,4.38,1,0,0,3.0,Heterosexual,Male,0,1,0,19538.03,5.84,4.5,3.33,3.25,5.0
1218,1218,Galp Energia,2020,Faro,Internship,Senior-Level,Communications,Cardiologist,2.64367459262266,10,9,5.0,3,3.0,4.0,4,3.0,8,3.0,3.0,5,0.0,5,4.49,1,1,0,2.0,Gay/Lesbian,Male,1,1,1,21438.78,7.21,4.0,3.67,4.25,3.33
1219,1219,TIMWE,2020,Açores,Contract,Executive,IT,Health Administrator,1.1415600726240396,7,8,4.0,6,4.0,2.0,8,2.0,7,2.0,4.0,5,3.0,6,4.69,0,0,0,2.0,Heterosexual,Male,0,0,2,18536.09,5.38,5.0,4.67,3.75,4.67
1220,1220,Soares da Costa,2016,Leiria,Temporary,Executive,Production,Registered Nurse,2.687748826726966,7,5,4.0,5,4.0,3.0,6,1.0,5,3.0,0.0,7,2.0,7,4.26,0,1,0,2.0,Gay/Lesbian,Female,1,1,0,17534.68,4.9,4.5,4.33,2.25,5.33
1221,1221,Tranquilidade,2020,Porto,Part-time,Senior-Level,Operations,Line Cook,3.4665404969293845,7,8,3.0,7,4.0,3.0,8,3.0,9,1.0,2.0,6,3.0,5,4.92,2,0,1,4.0,Gay/Lesbian,Female,0,0,2,7697.42,6.16,5.0,5.0,3.75,4.67
1222,1222,Renova,2010,Aveiro,Full-time,Senior-Level,IT,Fleet Manager,3.807893130185729,5,5,3.0,5,3.0,4.0,8,4.0,3,4.0,2.0,4,3.0,4,4.1,1,0,0,0.0,Heterosexual,Male,1,0,2,16935.19,4.6,4.0,5.0,3.25,3.67
1223,1223,Tupam editores,2011,Setúbal,Internship,Mid-Level,Operations,Information Security Analyst,2.888941297098908,10,5,3.0,8,4.0,3.0,4,2.0,9,5.0,1.0,5,3.0,7,4.88,1,0,1,2.0,Bisexual,Female,1,1,2,13438.66,5.96,5.5,3.67,4.25,5.0
1224,1224,Sumol + Compal,2020,Portalegre,Internship,Executive,Design,SEO Specialist,3.049844637566781,4,8,4.0,11,2.0,4.0,8,4.0,5,2.0,3.0,5,3.0,5,5.0,1,1,0,5.0,Bisexual,Female,1,1,0,19435.4,5.02,7.5,4.67,3.5,4.33
1225,1225,Unicer Brewery,2020,Leiria,Contract,Early Career,Engineering,Recruiter,3.8328088726763423,8,4,3.0,4,3.0,3.0,4,4.0,6,4.0,3.0,7,3.0,5,4.27,1,0,0,3.0,Heterosexual,Female,1,1,2,22673.77,5.28,3.5,3.33,4.25,5.0
1226,1226,Sovena Group,2000,Viana do Castelo,Other,Executive,Management,Product Engineer,3.241687898864354,6,6,4.0,5,3.0,3.0,6,4.0,3,4.0,2.0,5,2.0,6,4.23,2,1,0,3.0,Other,Male,0,1,0,7258.66,5.08,4.5,4.0,3.25,4.33
1227,1227,Semapa,2010,Braga,Other,Mid-Level,Management,Animator,3.3853218195056742,9,10,2.0,4,2.0,2.0,7,2.0,8,3.0,2.0,6,3.0,7,4.64,1,1,0,4.0,Heterosexual,Male,0,1,0,19582.36,7.46,3.0,3.67,3.75,5.33
1228,1228,Conservas Ramirez,2001,Bragança,Internship,Early Career,Tech,Secretary,2.976284693759708,6,7,2.0,5,2.0,3.0,5,4.0,4,2.0,3.0,6,4.0,5,4.08,1,0,0,4.0,Heterosexual,Male,0,1,0,21129.84,5.33,3.5,3.33,3.25,5.0
1229,1229,Altri,2020,Madeira,Internship,Senior-Level,Other,Accounts Payable Clerk,3.523201510030076,7,5,3.0,9,4.0,2.0,4,2.0,4,2.0,3.0,5,4.0,4,4.32,1,0,0,4.0,Heterosexual,Non-Binary,1,0,0,17694.4,5.17,6.0,3.33,2.75,4.33
1230,1230,Banco Comercial Português,2002,Bragança,Part-time,Mid-Level,Legal,Marketing Specialist,2.443038989792826,10,7,3.0,8,3.0,4.0,5,1.0,6,3.0,1.0,4,3.0,6,4.61,2,0,0,4.0,Heterosexual,Male,0,1,1,14506.77,6.48,5.5,4.0,2.75,4.33
1231,1231,Biotecnol,2016,Castelo Branco,Internship,Mid-Level,Product,Environmental Scientist,3.3539539135417624,3,8,3.0,7,4.0,3.0,5,3.0,4,4.0,3.0,7,1.0,8,4.52,0,1,1,4.0,Gay/Lesbian,Other,1,0,1,26033.13,4.78,5.0,4.0,3.5,5.33
1232,1232,MEO,2013,Portalegre,Contract,Early Career,Management,Operations Assistant,4.414691954434843,6,5,5.0,4,4.0,1.0,6,2.0,8,3.0,3.0,8,3.0,8,4.73,0,1,0,3.0,Bisexual,Female,0,1,0,21053.63,5.14,4.5,3.67,4.0,6.33
1233,1233,Novabase,2020,Setúbal,Other,Executive,Operations,Management Assistant,3.718233156491297,6,4,3.0,7,1.0,4.0,7,2.0,3,2.0,3.0,10,2.0,7,4.48,1,1,1,3.0,Heterosexual,Female,1,0,2,21777.25,4.57,5.0,4.0,2.5,6.33
1234,1234,Sonae Indústria,2020,Viana do Castelo,Temporary,Early Career,Legal,Engagement Manager,1.9556178293624111,6,6,3.0,6,3.0,3.0,4,2.0,5,3.0,3.0,5,4.0,7,4.21,2,1,1,2.0,Heterosexual,Male,1,1,0,12773.7,4.65,4.5,3.33,3.25,5.33
1235,1235,SAPO,2020,Lisboa,Temporary,Early Career,Management,Maintenance Mechanic,2.9844685026811186,7,6,2.0,5,4.0,3.0,6,3.0,8,3.0,4.0,5,4.0,7,4.6,1,0,1,3.0,Heterosexual,Female,1,0,2,24595.94,5.33,3.5,4.33,4.5,5.33
1236,1236,Chipidea,2006,Madeira,Internship,Mid-Level,Management,Nursing Assistant,2.921159420279427,5,6,3.0,8,3.0,4.0,8,2.0,4,1.0,3.0,5,4.0,7,4.59,0,0,0,3.0,Heterosexual,Other,0,1,1,29009.39,4.64,5.5,5.0,2.5,5.33
1237,1237,Visabeira,2012,Setúbal,Other,Senior-Level,Business Intelligence,Caregiver,2.2133810817367623,5,4,2.0,6,2.0,3.0,6,4.0,5,4.0,2.0,3,5.0,7,4.03,1,0,0,3.0,Gay/Lesbian,Female,0,1,1,9535.26,3.74,4.0,3.67,3.75,5.0
1238,1238,Mota-Engil,2020,Santarém,Full-time,Mid-Level,Admin,Service Writer,4.049740886971407,6,10,3.0,5,5.0,3.0,7,2.0,4,3.0,4.0,6,3.0,3,4.59,2,0,1,4.0,Heterosexual,Male,1,1,2,11660.7,6.68,4.0,5.0,3.25,4.0
1239,1239,Tabaqueira,2004,Viana do Castelo,Internship,Early Career,Marketing,Quality Assurance,3.430613787822034,6,5,4.0,5,2.0,4.0,4,1.0,3,4.0,3.0,5,1.0,7,3.94,1,0,0,4.0,Other,Male,0,1,0,9098.31,4.81,4.5,3.33,2.75,4.33
1240,1240,Grupo José de Mello,2020,Évora,Temporary,Early Career,Product,Maintenance Assistant,2.616377760040997,8,4,2.0,5,4.0,4.0,6,3.0,11,1.0,3.0,4,2.0,5,4.24,1,0,0,3.0,Heterosexual,Male,1,0,0,22917.9,4.87,3.5,4.67,4.5,3.67
1241,1241,Critical Software,2020,Santarém,Part-time,Early Career,Tech,Personal Assistant,4.36699745392749,8,8,4.0,8,3.0,5.0,8,2.0,7,3.0,5.0,9,5.0,6,5.81,2,0,0,3.0,Heterosexual,Female,1,0,2,20155.44,6.79,6.0,5.33,4.25,6.67
1242,1242,Pingo Doce,2004,Madeira,Internship,Mid-Level,Business Intelligence,Tax Manager,1.135300798452821,9,4,4.0,5,4.0,5.0,10,1.0,3,4.0,4.0,7,5.0,7,4.97,0,1,1,4.0,Other,Male,1,1,0,14796.71,4.71,4.5,6.33,3.0,6.33
1243,1243,Renova,2015,Coimbra,Temporary,Mid-Level,Sales,Construction Project Manager,1.4189761893257455,4,6,4.0,6,2.0,2.0,9,4.0,4,4.0,4.0,6,3.0,4,4.29,1,0,1,3.0,Heterosexual,Non-Binary,1,0,0,13219.15,3.81,5.0,4.33,4.0,4.33
1244,1244,Porto Editora,2020,Leiria,Temporary,Executive,Human Resources,Computer Operator,3.625202035195528,18,5,2.0,6,4.0,3.0,6,3.0,5,5.0,3.0,5,1.0,8,5.18,2,1,0,4.0,Heterosexual,Male,1,0,0,24764.41,8.88,4.0,4.33,4.0,4.67
1245,1245,Soares da Costa,2012,Lisboa,Temporary,Mid-Level,Legal,Program Assistant,1.5661447152794425,4,7,1.0,7,4.0,4.0,3,4.0,6,3.0,5.0,6,3.0,6,4.27,1,0,0,2.0,Gay/Lesbian,Female,0,1,0,29450.97,4.19,4.0,3.67,4.5,5.0
1246,1246,Iberomoldes,2020,Porto,Part-time,Mid-Level,Sales,Home Health Aide,2.8114404978490044,5,7,4.0,5,3.0,1.0,5,4.0,7,3.0,3.0,6,2.0,6,4.27,2,0,0,2.0,Other,Male,0,0,1,18428.36,4.94,4.5,3.0,4.25,4.67
1247,1247,Soares da Costa,2020,Bragança,Other,Mid-Level,Research & Development,Account Officer,4.3784257354555045,4,5,1.0,4,2.0,3.0,5,3.0,6,5.0,5.0,6,4.0,4,3.94,1,1,1,2.0,Heterosexual,Male,1,1,1,23348.04,4.46,2.5,3.33,4.75,4.67
1248,1248,Impresa,2017,Beja,Part-time,Mid-Level,Production,Operations Analyst,0.0,4,6,1.0,8,3.0,3.0,9,3.0,6,3.0,4.0,4,4.0,5,4.23,0,1,1,2.0,Heterosexual,Other,1,1,0,9233.24,3.33,4.5,5.0,4.0,4.33
1249,1249,SAPO,2020,Setúbal,Internship,Executive,Sales,Substitute Teacher,2.503988897851949,7,7,3.0,5,3.0,3.0,5,2.0,8,3.0,3.0,8,4.0,5,4.57,2,0,1,3.0,Heterosexual,Non-Binary,0,0,0,20044.63,5.5,4.0,3.67,4.0,5.67
1250,1250,Uniplaces,2020,Viana do Castelo,Internship,Senior-Level,Customer Service,Debt Collector,4.750608033663765,5,4,3.0,6,3.0,5.0,5,3.0,4,4.0,2.0,5,3.0,6,4.27,0,1,0,0.0,Heterosexual,Female,1,0,0,21186.76,4.58,4.5,4.33,3.25,4.67
1251,1251,TAP Air Portugal,2005,Guarda,Internship,Mid-Level,Business Intelligence,Banker,1.4175889419592975,7,5,4.0,7,3.0,3.0,7,3.0,4,4.0,0.0,5,4.0,4,4.28,0,1,1,5.0,Heterosexual,Female,0,1,2,15456.41,4.47,5.5,4.33,2.75,4.33
1252,1252,Carris,2020,Setúbal,Part-time,Early Career,Operations,Supervisor,3.33088829168271,4,6,4.0,6,4.0,4.0,7,4.0,7,4.0,2.0,3,1.0,4,4.27,2,1,0,3.0,Other,Female,1,1,0,18196.49,4.44,5.0,5.0,4.25,2.67
1253,1253,Medinfar,2013,Beja,Other,Early Career,Engineering,Campaign Manager,4.331710780429742,6,7,4.0,6,4.0,3.0,5,3.0,7,0.0,3.0,9,2.0,5,4.67,0,0,1,2.0,Heterosexual,Female,1,0,0,12971.19,5.78,5.0,4.0,3.25,5.33
1254,1254,Quidgest,2020,Setúbal,Other,Mid-Level,Customer Service,School Counselor,2.2818037233608264,7,4,2.0,6,4.0,3.0,5,3.0,5,5.0,3.0,3,2.0,5,3.95,0,1,0,2.0,Gay/Lesbian,Female,1,0,2,27215.15,4.43,4.0,4.0,4.0,3.33
1255,1255,Galp Energia,2014,Évora,Temporary,Executive,Human Resources,Production Worker,2.6227459005629443,9,7,5.0,6,1.0,4.0,5,3.0,5,1.0,3.0,5,4.0,6,4.61,0,0,0,4.0,Heterosexual,Female,0,0,1,15245.66,6.21,5.5,3.33,3.0,5.0
1256,1256,Galp Energia,2000,Viseu,Full-time,Executive,IT,Inside Sales Representative,1.7376517193632535,6,6,5.0,10,5.0,3.0,7,2.0,4,3.0,1.0,6,4.0,6,4.98,1,1,0,4.0,Gay/Lesbian,Male,0,1,1,21889.67,4.58,7.5,5.0,2.5,5.33
1257,1257,Simoldes,2020,Açores,Full-time,Executive,Admin,Recruiting Manager,2.920844402469675,4,6,4.0,7,3.0,3.0,6,4.0,8,4.0,4.0,7,3.0,6,4.83,2,0,0,2.0,Gay/Lesbian,Female,0,0,1,32043.73,4.31,5.5,4.0,5.0,5.33
1258,1258,Iberomoldes,2019,Coimbra,Part-time,Early Career,Legal,Music Teacher,3.1579857423096582,8,4,3.0,6,4.0,2.0,7,1.0,8,2.0,2.0,6,5.0,3,4.36,0,1,1,2.0,Heterosexual,Female,1,1,2,5466.72,5.05,4.5,4.33,3.25,4.67
1259,1259,Novo Banco,2013,Porto,Internship,Early Career,Customer Service,Safety Coordinator,2.690440633649828,4,4,2.0,6,1.0,1.0,8,3.0,8,4.0,2.0,4,3.0,8,4.03,2,1,0,3.0,Heterosexual,Non-Binary,1,1,2,19769.0,3.56,4.0,3.33,4.25,5.0
1260,1260,NOS,2020,Beja,Temporary,Senior-Level,Customer Service,Business Systems Analyst,2.877881240463674,6,5,1.0,8,3.0,5.0,9,3.0,4,2.0,3.0,4,3.0,5,4.36,0,0,1,4.0,Bisexual,Female,0,0,2,23524.91,4.63,4.5,5.67,3.0,4.0
1261,1261,Simoldes,2000,Lisboa,Part-time,Mid-Level,Communications,Front End Developer,3.296083407240003,5,4,2.0,10,3.0,2.0,5,4.0,4,3.0,4.0,7,3.0,10,4.77,0,0,0,2.0,Heterosexual,Non-Binary,1,0,2,13676.76,4.1,6.0,3.33,3.75,6.67
1262,1262,NOS,2003,Lisboa,Contract,Mid-Level,Communications,SEO Specialist,3.201631972676197,10,4,2.0,6,4.0,3.0,3,4.0,7,3.0,2.0,5,3.0,4,4.21,0,1,1,4.0,Gay/Lesbian,Female,1,0,2,33985.9,5.73,4.0,3.33,4.0,4.0
1263,1263,Sovena Group,2017,Coimbra,Other,Senior-Level,Operations,Mechanical Engineer,2.7986847995917743,6,6,3.0,4,3.0,4.0,6,4.0,8,3.0,2.0,5,3.0,5,4.27,0,0,0,5.0,Other,Female,0,0,0,21424.1,4.93,3.5,4.33,4.25,4.33
1264,1264,Tupam editores,2017,Guarda,Other,Early Career,Sales,Training Coordinator,1.0488613734834364,6,5,3.0,7,5.0,2.0,3,3.0,3,2.0,4.0,5,3.0,5,3.94,1,0,0,4.0,Other,Female,1,1,1,26641.09,4.02,5.0,3.33,3.0,4.33
1265,1265,TIMWE,2015,Viseu,Full-time,Early Career,IT,Lifeguard,3.002173479164079,13,4,4.0,6,2.0,2.0,7,4.0,5,5.0,4.0,4,3.0,6,4.83,2,1,0,3.0,Heterosexual,Male,0,0,1,20281.31,6.67,5.0,3.67,4.5,4.33
1266,1266,EFACEC,2020,Setúbal,Contract,Senior-Level,Communications,Store Associate,3.549299559192283,5,5,5.0,5,4.0,1.0,8,3.0,6,1.0,3.0,4,3.0,6,4.29,1,1,1,4.0,Heterosexual,Female,1,0,2,24778.16,4.52,5.0,4.33,3.25,4.33
1267,1267,Grupo José de Mello,2020,Aveiro,Part-time,Executive,Customer Service,Registrar,2.817638481742259,8,3,2.0,6,3.0,2.0,5,4.0,6,2.0,3.0,5,3.0,6,4.07,2,0,1,4.0,Heterosexual,Male,1,1,0,21315.86,4.61,4.0,3.33,3.75,4.67
1268,1268,Tranquilidade,2011,Lisboa,Internship,Senior-Level,Sales,HR Business Partner,1.7189251448687584,4,4,2.0,5,4.0,3.0,7,5.0,12,4.0,3.0,10,2.0,8,4.82,2,0,0,5.0,Bisexual,Male,1,0,0,21793.44,3.24,3.5,4.67,6.0,6.67
1269,1269,Sonae Indústria,2020,Guarda,Internship,Senior-Level,Customer Service,Content Manager,2.5073369839271877,6,5,3.0,5,1.0,3.0,5,2.0,5,3.0,3.0,4,5.0,6,3.95,1,1,0,3.0,Heterosexual,Non-Binary,1,1,1,21248.75,4.5,4.0,3.0,3.25,5.0
1270,1270,Conservas Ramirez,2020,Aveiro,Full-time,Mid-Level,Design,LPN,4.02772635381101,7,6,3.0,3,2.0,3.0,9,3.0,7,3.0,3.0,7,3.0,5,4.47,0,0,1,1.0,Heterosexual,Male,1,1,1,12170.46,5.68,3.0,4.67,4.0,5.0
1271,1271,Rádio e Televisão de Portugal,2019,Évora,Other,Senior-Level,Customer Service,Slot Technician,3.660425822334464,10,5,4.0,5,3.0,4.0,5,4.0,7,4.0,4.0,4,2.0,7,4.76,1,0,1,4.0,Gay/Lesbian,Female,1,1,2,21301.59,6.22,4.5,4.0,4.75,4.33
